,AUS,KHM,CHN,HKG,IDN,JPN,KOR,MAC,MYS,MNG,NZL,PNG,PHL,SGP,TWN,THA,VNM,BGD,IND,NPL,PAK,LKA,ARM,AZE,BLR,BIH,BGR,HRV,CZE,HUN,KAZ,MKD,MDA,POL,ROU,RUS,SRB,SVK,SVN,UKR,DNK,EST,FIN,ISL,LVA,LTU,NOR,SWE,AUT,BEL,FRA,DEU,IRL,LUX,NLD,CHE,GBR,CYP,GRC,ITA,PRT,ESP,TUR,DZA,BHR,EGY,IRN,ISR,JOR,KWT,LBN,LBY,MLT,MAR,OMN,QAT,SAU,TUN,ARE,AGO,BWA,CIV,GHA,KEN,MUS,MOZ,NAM,NGA,ZAF,TZA,UGA,ZMB,ZWE,CAN,MEX,USA,ARG,BHS,BOL,BRA,CHL,COL,DOM,ECU,JAM,PAN,PRY,PER,TTO,URY,VEN
DNK,52.000000000000085,0.0,70.00000000000051,22.00000000000019,8.000000000000007,52.000000000000085,26.00000000000012,0.0,10.0,1.0,2.999999999999997,0.0,5.000000000000002,25.000000000000135,14.000000000000062,9.000000000000002,10.0,13.000000000000098,47.00000000000027,0.0,16.99999999999985,8.000000000000007,1.0,1.0,1.999999999999999,1.0,1.999999999999999,3.999999999999996,2.999999999999997,1.999999999999999,0.0,1.0,0.0,29.999999999999826,3.999999999999996,14.000000000000062,0.0,1.999999999999999,1.999999999999999,2.999999999999997,493.00000000000017,5.000000000000002,27.000000000000167,1.0,1.0,6.000000000000004,103.99999999999987,161.0000000000001,11.000000000000126,14.999999999999957,76.99999999999967,132.00000000000006,15.99999999999982,8.000000000000007,54.00000000000018,58.99999999999943,180.99999999999815,5.000000000000002,11.000000000000126,41.99999999999994,8.000000000000007,29.000000000000266,15.99999999999982,1.0,0.0,5.000000000000002,1.999999999999999,11.999999999999867,2.999999999999997,2.999999999999997,7.0000000000000036,1.0,1.0,1.999999999999999,1.999999999999999,2.999999999999997,5.000000000000002,1.999999999999999,18.000000000000163,0.0,0.0,0.0,0.0,0.0,2.999999999999997,1.0,1.0,5.000000000000002,7.0000000000000036,0.0,0.0,1.0,0.0,66.00000000000021,14.000000000000062,510.999999999997,5.000000000000002,0.0,0.0,28.000000000000057,10.0,1.0,1.999999999999999,0.0,1.0,0.0,0.0,3.999999999999996,1.999999999999999,1.999999999999999,3.999999999999996
EST,0.0,0.0,1.0,1.0,0.0,1.999999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.999999999999997,0.0,9.000000000000002,0.0,0.0,0.0,1.0,1.999999999999999,75.00000000000001,19.000000000000043,0.0,5.000000000000002,29.999999999999826,0.0,11.999999999999867,0.0,1.999999999999999,3.999999999999996,3.999999999999996,0.0,0.0,1.0,0.0,2.999999999999997,0.0,0.0,1.999999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.999999999999867,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN,74.00000000000065,0.0,128.0000000000005,36.99999999999958,47.00000000000027,73.00000000000067,64.00000000000041,1.0,22.00000000000019,1.999999999999999,11.000000000000126,2.999999999999997,18.000000000000163,43.00000000000034,19.000000000000043,27.000000000000167,14.999999999999957,15.99999999999982,96.00000000000034,1.0,25.000000000000135,10.0,0.0,5.000000000000002,2.999999999999997,2.999999999999997,1.999999999999999,3.999999999999996,7.0000000000000036,2.999999999999997,7.0000000000000036,0.0,0.0,41.00000000000041,8.000000000000007,109.99999999999874,1.999999999999999,1.0,3.999999999999996,8.000000000000007,64.00000000000041,25.000000000000135,1202.9999999999866,0.0,13.000000000000098,13.000000000000098,153.99999999999892,354.00000000000165,33.00000000000019,30.999999999999808,105.00000000000048,151.00000000000026,16.99999999999985,14.999999999999957,61.00000000000042,56.9999999999998,167.99999999999898,3.999999999999996,13.000000000000098,30.999999999999808,11.000000000000126,36.99999999999958,26.00000000000012,7.0000000000000036,2.999999999999997,2.999999999999997,5.000000000000002,19.000000000000043,6.000000000000004,8.000000000000007,2.999999999999997,0.0,1.0,3.999999999999996,8.000000000000007,9.000000000000002,22.00000000000019,2.999999999999997,33.00000000000019,1.0,1.999999999999999,0.0,1.999999999999999,2.999999999999997,1.0,0.0,2.999999999999997,5.000000000000002,36.99999999999958,2.999999999999997,0.0,2.999999999999997,3.999999999999996,84.99999999999946,28.000000000000057,504.00000000000534,6.000000000000004,1.999999999999999,3.999999999999996,66.00000000000021,25.000000000000135,5.000000000000002,1.999999999999999,1.999999999999999,1.0,1.0,0.0,8.000000000000007,1.0,2.999999999999997,6.000000000000004
ISL,1.999999999999999,0.0,1.999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.999999999999808,1.0,0.0,1.999999999999999,5.000000000000002,0.0,0.0,1.999999999999999,0.0,0.0,1.0,2.999999999999997,3.999999999999996,7.0000000000000036,0.0,0.0,1.0,0.0,3.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.999999999999867,0.0,26.00000000000012,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LVA,0.0,0.0,1.0,1.999999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.999999999999999,0.0,9.000000000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.999999999999999,1.0,7.0000000000000036,0.0,1.999999999999999,1.0,1.999999999999999,0.0,2.999999999999997,1.0,0.0,56.9999999999998,10.0,1.999999999999999,1.0,1.0,0.0,1.0,5.000000000000002,1.0,1.0,2.999999999999997,3.999999999999996,1.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTU,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.999999999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.000000000000004,0.0,0.0,0.0,0.0,0.0,1.999999999999999,0.0,0.0,25.000000000000135,0.0,9.000000000000002,0.0,1.999999999999999,0.0,1.999999999999999,2.999999999999997,14.000000000000062,3.999999999999996,1.0,14.000000000000062,233.00000000000065,2.999999999999997,11.000000000000126,1.0,1.999999999999999,1.0,3.999999999999996,0.0,0.0,0.0,7.0000000000000036,7.0000000000000036,0.0,0.0,1.999999999999999,0.0,1.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.999999999999999,0.0,2.999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOR,84.99999999999946,0.0,74.00000000000065,16.99999999999985,10.0,96.00000000000034,64.00000000000041,0.0,32.0000000000003,0.0,10.0,1.999999999999999,8.000000000000007,37.99999999999998,18.000000000000163,15.99999999999982,7.0000000000000036,14.999999999999957,61.00000000000042,0.0,13.000000000000098,5.000000000000002,0.0,1.999999999999999,1.0,0.0,1.0,5.000000000000002,1.999999999999999,1.999999999999999,3.999999999999996,1.0,0.0,19.000000000000043,8.000000000000007,22.999999999999844,2.999999999999997,1.999999999999999,1.0,2.999999999999997,137.00000000000097,6.000000000000004,74.00000000000065,5.000000000000002,1.0,3.999999999999996,1827.9999999999882,337.9999999999962,14.000000000000062,24.000000000000217,93.00000000000102,154.9999999999995,19.000000000000043,21.000000000000036,96.00000000000034,48.999999999999595,368.9999999999999,22.00000000000019,8.000000000000007,54.00000000000018,7.0000000000000036,36.99999999999958,9.000000000000002,1.0,1.0,13.000000000000098,7.0000000000000036,7.0000000000000036,1.0,1.0,3.999999999999996,1.0,1.0,1.0,2.999999999999997,11.000000000000126,7.0000000000000036,1.0,21.000000000000036,10.0,0.0,1.0,1.0,1.999999999999999,1.0,1.0,1.0,7.0000000000000036,13.000000000000098,1.0,0.0,1.0,0.0,88.00000000000028,19.000000000000043,801.9999999999933,8.000000000000007,0.0,1.999999999999999,61.99999999999943,14.999999999999957,2.999999999999997,0.0,0.0,0.0,0.0,0.0,2.999999999999997,0.0,1.0,5.000000000000002
SWE,153.99999999999892,1.999999999999999,195.0000000000009,77.99999999999991,44.999999999999616,337.00000000000097,127.0000000000009,1.999999999999999,39.00000000000007,1.0,30.999999999999808,0.0,15.99999999999982,65.00000000000065,65.00000000000065,35.00000000000034,21.000000000000036,25.000000000000135,194.00000000000176,0.0,28.000000000000057,22.00000000000019,1.999999999999999,1.0,8.000000000000007,1.0,6.000000000000004,18.000000000000163,29.000000000000266,16.99999999999985,3.999999999999996,3.999999999999996,1.0,102.99999999999943,18.000000000000163,70.00000000000051,3.999999999999996,11.000000000000126,5.000000000000002,11.000000000000126,341.999999999996,25.000000000000135,418.00000000000455,13.000000000000098,10.0,21.000000000000036,565.0000000000019,4081.999999999984,54.999999999999496,74.00000000000065,389.000000000002,597.9999999999987,54.00000000000018,47.00000000000027,217.00000000000026,225.99999999999946,817.0000000000084,8.000000000000007,30.999999999999808,134.0000000000007,34.000000000000384,92.00000000000101,39.99999999999979,3.999999999999996,7.0000000000000036,14.999999999999957,2.999999999999997,45.99999999999958,10.0,9.000000000000002,10.0,1.0,29.999999999999826,7.0000000000000036,2.999999999999997,13.000000000000098,21.000000000000036,5.000000000000002,44.00000000000027,1.0,1.999999999999999,1.999999999999999,1.0,3.999999999999996,2.999999999999997,2.999999999999997,1.999999999999999,11.999999999999867,44.00000000000027,0.0,1.999999999999999,7.0000000000000036,1.999999999999999,187.0000000000004,39.99999999999979,2023.9999999999927,11.000000000000126,1.0,0.0,61.99999999999943,27.000000000000167,11.999999999999867,1.999999999999999,0.0,1.999999999999999,1.0,1.999999999999999,6.000000000000004,2.999999999999997,6.000000000000004,3.999999999999996
AUT,28.000000000000057,0.0,89.999999999999,13.000000000000098,11.999999999999867,43.00000000000034,32.0000000000003,0.0,14.000000000000062,0.0,10.0,0.0,6.000000000000004,15.99999999999982,18.000000000000163,7.0000000000000036,8.000000000000007,18.000000000000163,108.99999999999903,0.0,24.000000000000217,9.000000000000002,2.999999999999997,1.0,7.0000000000000036,3.999999999999996,11.000000000000126,22.00000000000019,36.00000000000022,14.000000000000062,1.999999999999999,2.999999999999997,6.000000000000004,43.00000000000034,22.00000000000019,56.9999999999998,9.000000000000002,2.999999999999997,7.0000000000000036,14.000000000000062,3.999999999999996,2.999999999999997,19.99999999999994,1.999999999999999,0.0,0.0,16.99999999999985,36.99999999999958,316.9999999999988,21.000000000000036,65.00000000000065,367.00000000000074,7.0000000000000036,9.000000000000002,24.000000000000217,61.00000000000042,84.99999999999946,5.000000000000002,13.000000000000098,59.99999999999951,7.0000000000000036,32.0000000000003,27.000000000000167,0.0,1.0,1.999999999999999,0.0,10.0,3.999999999999996,1.999999999999999,2.999999999999997,1.999999999999999,1.999999999999999,1.999999999999999,1.0,7.0000000000000036,6.000000000000004,0.0,8.000000000000007,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,14.000000000000062,0.0,0.0,1.0,0.0,41.99999999999994,8.000000000000007,333.99999999999665,1.0,0.0,0.0,37.99999999999998,14.999999999999957,1.999999999999999,0.0,1.0,1.0,0.0,0.0,2.999999999999997,1.999999999999999,1.0,1.0
BEL,35.00000000000034,0.0,48.00000000000031,22.999999999999844,21.000000000000036,96.00000000000034,28.000000000000057,0.0,14.000000000000062,1.0,6.000000000000004,0.0,7.0000000000000036,14.000000000000062,25.000000000000135,19.99999999999994,3.999999999999996,18.000000000000163,77.99999999999991,0.0,29.000000000000266,8.000000000000007,2.999999999999997,1.0,2.999999999999997,0.0,5.000000000000002,3.999999999999996,13.000000000000098,2.999999999999997,1.0,1.999999999999999,3.999999999999996,19.000000000000043,18.000000000000163,21.000000000000036,0.0,5.000000000000002,1.0,5.000000000000002,26.00000000000012,3.999999999999996,11.999999999999867,0.0,1.0,1.0,26.00000000000012,54.999999999999496,14.999999999999957,645.0000000000036,323.99999999999824,199.9999999999994,26.00000000000012,33.00000000000019,148.99999999999864,58.99999999999943,192.99999999999827,3.999999999999996,19.000000000000043,53.00000000000012,14.000000000000062,64.00000000000041,13.000000000000098,1.0,1.0,7.0000000000000036,0.0,22.999999999999844,1.0,2.999999999999997,7.0000000000000036,0.0,1.999999999999999,0.0,5.000000000000002,3.999999999999996,11.999999999999867,3.999999999999996,14.000000000000062,1.999999999999999,0.0,0.0,0.0,1.0,1.0,0.0,1.999999999999999,11.000000000000126,15.99999999999982,0.0,1.0,0.0,1.0,53.00000000000012,1.999999999999999,652.9999999999939,5.000000000000002,0.0,0.0,26.00000000000012,7.0000000000000036,2.999999999999997,0.0,0.0,0.0,1.999999999999999,0.0,6.000000000000004,1.0,1.0,3.999999999999996
FRA,251.0000000000012,3.999999999999996,480.99999999999824,192.99999999999827,134.0000000000007,659.0000000000003,254.00000000000102,3.999999999999996,118.99999999999983,1.0,37.99999999999998,2.999999999999997,76.99999999999967,153.00000000000048,134.0000000000007,77.99999999999991,52.000000000000085,36.99999999999958,454.99999999999744,1.999999999999999,62.99999999999974,30.999999999999808,3.999999999999996,3.999999999999996,9.000000000000002,1.0,21.000000000000036,30.999999999999808,68.00000000000057,48.999999999999595,19.000000000000043,1.999999999999999,2.999999999999997,205.99999999999847,61.00000000000042,219.00000000000074,10.0,22.999999999999844,9.000000000000002,22.00000000000019,97.9999999999989,8.000000000000007,102.00000000000061,10.0,7.0000000000000036,11.000000000000126,135.00000000000125,286.9999999999986,77.99999999999991,317.99999999999795,7092.0,1118.9999999999998,111.00000000000061,125.9999999999991,462.9999999999969,450.9999999999994,1519.000000000013,19.99999999999994,122.00000000000054,501.00000000000483,96.99999999999893,475.00000000000364,116.00000000000038,36.00000000000022,14.000000000000062,37.99999999999998,9.000000000000002,111.00000000000061,26.00000000000012,32.0000000000003,21.000000000000036,5.000000000000002,13.000000000000098,67.00000000000055,26.00000000000012,51.00000000000043,88.99999999999942,48.00000000000031,111.00000000000061,14.000000000000062,2.999999999999997,16.99999999999985,6.000000000000004,14.000000000000062,19.000000000000043,3.999999999999996,3.999999999999996,36.99999999999958,108.99999999999903,6.000000000000004,1.999999999999999,1.999999999999999,7.0000000000000036,509.0000000000016,118.99999999999983,4486.000000000012,55.99999999999995,1.0,6.000000000000004,248.0000000000021,84.99999999999946,48.00000000000031,1.999999999999999,5.000000000000002,11.999999999999867,5.000000000000002,0.0,28.000000000000057,3.999999999999996,2.999999999999997,15.99999999999982
DEU,204.99999999999807,1.999999999999999,578.0000000000011,144.99999999999835,113.99999999999933,482.0000000000005,204.00000000000063,1.0,88.99999999999942,5.000000000000002,47.00000000000027,0.0,51.00000000000043,176.00000000000006,138.0000000000011,70.00000000000051,37.99999999999998,70.00000000000051,546.0000000000034,0.0,109.99999999999874,90.99999999999926,10.0,1.999999999999999,25.000000000000135,3.999999999999996,19.000000000000043,39.00000000000007,97.9999999999989,44.999999999999616,11.999999999999867,6.000000000000004,11.999999999999867,299.9999999999983,35.00000000000034,215.99999999999946,7.0000000000000036,22.999999999999844,22.999999999999844,51.00000000000043,122.00000000000054,8.000000000000007,103.99999999999987,8.000000000000007,7.0000000000000036,27.000000000000167,142.00000000000108,294.00000000000176,263.9999999999993,142.00000000000108,615.0000000000045,5661.999999999947,111.99999999999963,108.99999999999903,303.99999999999727,467.9999999999959,958.9999999999922,28.000000000000057,77.99999999999991,260.0000000000012,44.00000000000027,195.0000000000009,118.00000000000124,7.0000000000000036,6.000000000000004,27.000000000000167,13.000000000000098,122.00000000000054,24.000000000000217,16.99999999999985,14.999999999999957,5.000000000000002,6.000000000000004,13.000000000000098,14.999999999999957,30.999999999999808,70.00000000000051,13.000000000000098,72.00000000000027,0.0,1.999999999999999,0.0,10.0,14.000000000000062,16.99999999999985,1.0,8.000000000000007,30.999999999999808,176.00000000000006,1.0,0.0,1.0,1.0,290.0000000000027,58.00000000000036,3090.9999999999636,21.000000000000036,1.999999999999999,0.0,141.00000000000009,61.00000000000042,11.999999999999867,0.0,1.0,10.0,3.999999999999996,0.0,15.99999999999982,5.000000000000002,1.999999999999999,9.000000000000002
IRL,59.99999999999951,0.0,73.00000000000067,22.999999999999844,33.00000000000019,75.00000000000001,41.99999999999994,1.0,16.99999999999985,1.0,9.000000000000002,1.0,10.0,33.00000000000019,25.000000000000135,16.99999999999985,11.000000000000126,9.000000000000002,77.99999999999991,0.0,24.000000000000217,9.000000000000002,0.0,1.999999999999999,0.0,0.0,10.0,1.999999999999999,7.0000000000000036,9.000000000000002,1.999999999999999,0.0,2.999999999999997,15.99999999999982,5.000000000000002,25.000000000000135,1.999999999999999,1.999999999999999,1.0,2.999999999999997,19.000000000000043,1.0,19.99999999999994,1.999999999999999,2.999999999999997,5.000000000000002,19.99999999999994,37.99999999999998,9.000000000000002,25.000000000000135,88.99999999999942,69.00000000000077,232.00000000000009,3.999999999999996,48.999999999999595,34.000000000000384,417.00000000000216,2.999999999999997,5.000000000000002,41.00000000000041,11.999999999999867,47.00000000000027,19.99999999999994,0.0,1.999999999999999,5.000000000000002,1.0,28.000000000000057,1.999999999999999,9.000000000000002,1.0,0.0,8.000000000000007,2.999999999999997,1.999999999999999,3.999999999999996,15.99999999999982,0.0,24.000000000000217,1.0,0.0,0.0,1.999999999999999,2.999999999999997,1.0,0.0,1.0,1.999999999999999,29.999999999999826,1.999999999999999,0.0,0.0,0.0,93.00000000000102,19.99999999999994,954.0000000000108,1.999999999999999,1.0,0.0,32.0000000000003,22.00000000000019,2.999999999999997,0.0,2.999999999999997,6.000000000000004,1.999999999999999,1.0,3.999999999999996,1.0,1.0,1.999999999999999
LUX,24.000000000000217,0.0,32.0000000000003,16.99999999999985,11.999999999999867,32.0000000000003,19.99999999999994,0.0,7.0000000000000036,0.0,3.999999999999996,1.0,7.0000000000000036,6.000000000000004,8.000000000000007,1.999999999999999,2.999999999999997,1.999999999999999,29.000000000000266,0.0,14.000000000000062,2.999999999999997,1.0,1.0,0.0,0.0,1.999999999999999,2.999999999999997,8.000000000000007,1.0,2.999999999999997,0.0,0.0,19.000000000000043,6.000000000000004,18.000000000000163,1.999999999999999,3.999999999999996,1.999999999999999,7.0000000000000036,32.0000000000003,1.0,9.000000000000002,1.999999999999999,0.0,1.999999999999999,19.000000000000043,29.999999999999826,13.000000000000098,9.000000000000002,111.99999999999963,128.0000000000005,5.000000000000002,35.00000000000034,30.999999999999808,30.999999999999808,163.0000000000008,1.999999999999999,19.000000000000043,32.0000000000003,5.000000000000002,29.000000000000266,8.000000000000007,1.0,0.0,2.999999999999997,0.0,6.000000000000004,1.0,3.999999999999996,1.999999999999999,0.0,0.0,1.0,1.0,5.000000000000002,7.0000000000000036,0.0,8.000000000000007,6.000000000000004,0.0,1.0,1.0,3.999999999999996,0.0,0.0,1.999999999999999,13.000000000000098,19.000000000000043,1.0,1.0,0.0,0.0,28.000000000000057,14.999999999999957,461.00000000000216,30.999999999999808,0.0,0.0,52.000000000000085,3.999999999999996,8.000000000000007,0.0,1.0,1.0,3.999999999999996,0.0,1.999999999999999,0.0,1.0,3.999999999999996
NLD,103.99999999999987,1.0,148.99999999999864,55.99999999999995,65.00000000000065,138.0000000000011,107.00000000000013,0.0,51.00000000000043,1.0,21.000000000000036,1.0,32.0000000000003,55.99999999999995,81.00000000000004,48.00000000000031,25.000000000000135,29.999999999999826,148.00000000000094,0.0,39.00000000000007,27.000000000000167,5.000000000000002,1.999999999999999,5.000000000000002,1.0,2.999999999999997,11.000000000000126,36.00000000000022,14.999999999999957,14.000000000000062,2.999999999999997,2.999999999999997,128.0000000000005,28.000000000000057,111.00000000000061,5.000000000000002,3.999999999999996,3.999999999999996,39.00000000000007,52.000000000000085,1.999999999999999,36.99999999999958,3.999999999999996,3.999999999999996,5.000000000000002,76.99999999999967,140.00000000000063,24.000000000000217,113.00000000000006,339.999999999996,344.9999999999967,35.00000000000034,34.000000000000384,821.9999999999994,100.99999999999939,536.0000000000002,19.000000000000043,22.999999999999844,159.9999999999983,16.99999999999985,116.99999999999953,30.999999999999808,0.0,2.999999999999997,22.00000000000019,6.000000000000004,47.00000000000027,8.000000000000007,13.000000000000098,6.000000000000004,3.999999999999996,1.999999999999999,14.000000000000062,1.999999999999999,11.999999999999867,24.000000000000217,2.999999999999997,36.99999999999958,7.0000000000000036,1.999999999999999,0.0,3.999999999999996,3.999999999999996,5.000000000000002,1.0,5.000000000000002,16.99999999999985,76.99999999999967,2.999999999999997,2.999999999999997,6.000000000000004,1.999999999999999,161.0000000000001,30.999999999999808,1630.0000000000077,14.000000000000062,1.0,0.0,69.00000000000077,34.000000000000384,15.99999999999982,1.0,2.999999999999997,1.0,2.999999999999997,1.0,6.000000000000004,1.999999999999999,0.0,3.999999999999996
CHE,81.00000000000004,1.999999999999999,180.00000000000162,116.00000000000038,75.00000000000001,190.00000000000054,84.99999999999946,1.999999999999999,48.00000000000031,2.999999999999997,25.000000000000135,0.0,27.000000000000167,78.99999999999974,69.00000000000077,36.00000000000022,24.000000000000217,48.999999999999595,227.999999999998,1.0,73.00000000000067,24.000000000000217,3.999999999999996,5.000000000000002,7.0000000000000036,1.999999999999999,5.000000000000002,10.0,14.000000000000062,5.000000000000002,6.000000000000004,5.000000000000002,2.999999999999997,66.00000000000021,19.000000000000043,52.000000000000085,2.999999999999997,3.999999999999996,3.999999999999996,14.000000000000062,19.99999999999994,3.999999999999996,39.99999999999979,1.999999999999999,1.999999999999999,6.000000000000004,53.00000000000012,99.0,41.00000000000041,45.99999999999958,205.99999999999847,408.9999999999984,41.99999999999994,27.000000000000167,100.0,806.9999999999997,316.9999999999988,7.0000000000000036,32.0000000000003,118.99999999999983,10.0,75.00000000000001,37.99999999999998,1.0,6.000000000000004,15.99999999999982,1.0,55.99999999999995,13.000000000000098,15.99999999999982,18.000000000000163,1.0,3.999999999999996,7.0000000000000036,13.000000000000098,15.99999999999982,33.00000000000019,6.000000000000004,43.00000000000034,0.0,0.0,0.0,6.000000000000004,8.000000000000007,6.000000000000004,1.0,6.000000000000004,28.000000000000057,44.999999999999616,1.0,1.999999999999999,3.999999999999996,1.0,199.0000000000015,30.999999999999808,1433.999999999996,13.000000000000098,1.0,0.0,65.00000000000065,34.000000000000384,5.000000000000002,0.0,1.0,5.000000000000002,1.999999999999999,1.0,11.000000000000126,7.0000000000000036,1.0,3.999999999999996
GBR,1020.9999999999994,0.0,514.0000000000049,352.999999999998,186.0000000000016,903.9999999999934,333.99999999999665,6.000000000000004,207.00000000000108,5.000000000000002,142.00000000000108,7.0000000000000036,94.00000000000031,299.9999999999983,176.00000000000006,109.99999999999874,51.00000000000043,92.00000000000101,724.0000000000055,6.000000000000004,169.9999999999985,107.00000000000013,3.999999999999996,11.000000000000126,5.000000000000002,1.999999999999999,16.99999999999985,19.99999999999994,62.99999999999974,30.999999999999808,33.00000000000019,1.999999999999999,8.000000000000007,196.00000000000173,50.00000000000015,233.99999999999838,11.000000000000126,13.000000000000098,11.000000000000126,29.999999999999826,201.00000000000048,8.000000000000007,163.0000000000008,14.999999999999957,6.000000000000004,10.0,293.00000000000034,485.999999999996,93.00000000000102,235.00000000000193,1347.9999999999973,1425.0000000000027,496.00000000000273,116.99999999999953,687.9999999999977,602.9999999999981,20901.99999999983,48.999999999999595,105.00000000000048,431.99999999999807,48.999999999999595,338.99999999999824,118.00000000000124,13.000000000000098,43.00000000000034,39.99999999999979,22.00000000000019,174.9999999999982,27.000000000000167,45.99999999999958,24.000000000000217,11.000000000000126,26.00000000000012,7.0000000000000036,43.00000000000034,96.00000000000034,132.00000000000006,13.000000000000098,300.99999999999767,14.000000000000062,7.0000000000000036,5.000000000000002,24.000000000000217,41.99999999999994,21.000000000000036,6.000000000000004,22.00000000000019,88.00000000000028,342.99999999999955,10.0,3.999999999999996,2.999999999999997,10.0,1021.9999999999909,118.00000000000124,9976.999999999995,39.99999999999979,8.000000000000007,13.000000000000098,207.00000000000108,67.00000000000055,22.999999999999844,1.999999999999999,5.000000000000002,15.99999999999982,10.0,0.0,30.999999999999808,29.999999999999826,3.999999999999996,15.99999999999982
CYP,7.0000000000000036,0.0,9.000000000000002,0.0,1.999999999999999,8.000000000000007,5.000000000000002,0.0,7.0000000000000036,0.0,0.0,0.0,1.0,1.999999999999999,1.999999999999999,0.0,0.0,1.0,19.99999999999994,0.0,10.0,1.999999999999999,1.0,0.0,1.0,0.0,1.0,1.0,2.999999999999997,0.0,0.0,0.0,0.0,6.000000000000004,1.999999999999999,34.000000000000384,1.0,0.0,0.0,11.000000000000126,2.999999999999997,0.0,1.999999999999999,0.0,0.0,1.999999999999999,24.000000000000217,3.999999999999996,1.999999999999999,1.0,11.000000000000126,11.999999999999867,1.0,1.0,13.000000000000098,5.000000000000002,45.99999999999958,59.99999999999951,14.999999999999957,5.000000000000002,0.0,6.000000000000004,0.0,0.0,0.0,1.999999999999999,0.0,1.0,2.999999999999997,1.999999999999999,3.999999999999996,0.0,1.999999999999999,0.0,1.0,1.0,3.999999999999996,0.0,5.000000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.999999999999999,2.999999999999997,0.0,0.0,0.0,0.0,6.000000000000004,2.999999999999997,76.99999999999967,0.0,0.0,0.0,3.999999999999996,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
